path,added_lines,deleted_lines,sha256,category,review_basis,findings
workload/probe/sweep/B0_turns.json,2208,0,190666c87f169a54afa594f71d19f2467500f8584cd1b7c75e0e791b990e1e39,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S1_agents_16_interleaved.json,2496,0,7d4d14ffc5098a0e13240a4d753e6683008d5305dfff57cafc34294041de938d,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S1_agents_16_turns.json,4064,0,9a8623dd9a741f80a19408def3d60f58e72d63ad474645a9b45d295b545582cf,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S1_agents_32_interleaved.json,4640,0,a2788b9d29690885d115007a322c91873d1460a33a1725e71ac58cc91814f2b9,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S1_agents_32_turns.json,7776,0,12e1df24f1338f735621e151763d71daf1891d1d4469381458d3ef3b97b386f6,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S1_agents_4_interleaved.json,888,0,a4de8fd89df8fb5b94d14683526f44f0d2386c400f66788e98761d52b35d1125,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S1_agents_4_turns.json,1280,0,7086ec1c6bd21f49a3b6447bbc4ed65417e7ded9d78241edddbe4e8b21836cea,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S2_rounds_16_interleaved.json,2384,0,99dd27e830a8e2d6c9fbddb893c8ee80bdd3e96080be8e28a76b740a4ca6b4de,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S2_rounds_16_turns.json,4064,0,f6e216b1b79d5757b033bb52eda2eb29d6a9b6bfdb2654c81edde95071a4925b,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S2_rounds_2_interleaved.json,704,0,14440a351920555887a0ac8b62b3dd21216d53f3660cc3ad09860e256f6d6e4d,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S2_rounds_2_turns.json,816,0,fe6adb62f7a349f349184d28eb783ae387bb7189004b1f44c0a99e7a18d6f8a5,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S2_rounds_4_interleaved.json,944,0,fd8a3b49771468b91878188deac1351dc1ada9e25927083c09f43c4fb613eb0f,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S2_rounds_4_turns.json,1280,0,88b02bf9d7f5062d0ea89de01dce9b28625f34e6681f5067e4d7fba79a9ffbef,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S3_lout_1024_interleaved.json,1424,0,bd2d206b2bae7b7cafb88422ca4975c4e729f2fa9b18c854fafc894d817efe80,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S3_lout_1024_turns.json,2208,0,7de0f23c05017ced4254bda8966a3dcb83c357a655fecdaccb9ba7f3452de5c3,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S3_lout_128_interleaved.json,1424,0,9c17e705735fea66a48598553463b1e7fb282b6f80ee344326fa60a4087c95d8,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S3_lout_128_turns.json,2208,0,8bb339ae23b802d62495d593f8252f62e4dd344fffbc69bee578460db1322d22,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S3_lout_2048_interleaved.json,1424,0,fc6e921b3ce8580b7dbc3c9dd577c0a95b3db4f01e07fdc52eac5885796375f2,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S3_lout_2048_turns.json,2208,0,d9c8f12981766c7b80ccf14ffe006537b3893d2fb44463a09c37b03157e397c5,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S3_lout_512_interleaved.json,1424,0,b7f566d9abb521cc7136870bc70c040b82d606b8551fed53365837b4ea7aa7fa,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S3_lout_512_turns.json,2208,0,22784e56ed27927cfe6b8c00606cdf110ec0451183d0b66097e8ed388f040692,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S4_own_1024_interleaved.json,1424,0,965d0bfa69e2e12864b8d482bdffa895cbe87a841b6f6ba5ee5936124db6277b,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S4_own_1024_turns.json,2208,0,d4a52e5061854184bb9d7813ad4b9adc056bb5282a39f0e5ec031ba24c7a6336,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S4_own_16_interleaved.json,1424,0,a2e7916ea208efa494d460b4f87daddb4cbd312685c4006e415388a3bbe5aa59,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S4_own_16_turns.json,2208,0,6b2426c6b9c6474d09e7c7d35aa8add4a8d3cb89f067d05fce30f6300566e0f4,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S4_own_256_interleaved.json,1424,0,bdefc1e4ec87820b67837905163d5c5e380abe10bfe92cf79eb451db2627e730,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S4_own_256_turns.json,2208,0,e669dd518173c1ce77741e6421100b535f34f7b392cdf6d9b8c8e9b63e144a86,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S4_own_64_interleaved.json,1424,0,137c61eb26170d5942190efafd168835511b98afe1b6ec3e8cdd05b85b9e3c1a,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S4_own_64_turns.json,2208,0,540bf9e47d719e200c3a845b3121187abe6dd7c9fb8a7a6004c534a5758f95c1,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S5_fresh_0p25_interleaved.json,1466,0,c90f72750eee0d014e83e5157fea39f668863c2a595c32fdf6e94139ea9a2e37,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S5_fresh_0p25_turns.json,2516,0,b6e2c271756296c3cf6a7202970a851a2c5b6d622ce3cee9ea044ef6cfbdc971,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S5_fresh_0p5_interleaved.json,1550,0,5a467568a580276c5bda67b1d70e8f38abb0c4c98f2226bb1032d79489d7ee7f,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S5_fresh_0p5_turns.json,3118,0,125ebf3f6e5bfefafc8245b9018dfebfe285a1b1f8cda56bb9cdf7ce5aaca988,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S5_fresh_0p75_interleaved.json,1802,0,df0285b66115671134219218faea2fd0164463e054be3f480974ae0f69562bec,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S5_fresh_0p75_turns.json,4938,0,1b59092366b245202a774a1e9164ffd529c9a3f0b43a0092a50762df0c5a7902,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S6_chunks_1_interleaved.json,1104,0,cbc4bbed68498aaacc6a7d3430f81fb305ed342174b1d3b08f2c31ab4333fb27,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S6_chunks_1_turns.json,1888,0,ed0ee518cab83a22e67f46c6a007b3621adfa8f1955cf0d0327bc064f8a8a79b,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S6_chunks_4_interleaved.json,2064,0,ac4cf1c194b4c6d43f7f9f90d56b410e900bbd39d134f0550965e48749067b2a,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S6_chunks_4_turns.json,2848,0,88c553e11d92f348039624c96c2a703db88974108571ecfc941aa4367c5c34ea,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S6_chunks_8_interleaved.json,3344,0,2ffd694ca40dfd2a1613d08897eff4519a8dd88d7992f02b2783da85acbdf19a,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/S6_chunks_8_turns.json,4128,0,edd14584256469a852f025069df9f9e46a9c4ffe451ad655769616a9ed568105,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/sweep/manifest.csv,43,0,6bb806af3aa0aa09ee96ef3552036e40aa71e3d28cabf6e36597baf32e962c9c,workload generator/manifest,"Generator logic, defaults and 42-file manifest reviewed",R02 R09 R10
workload/probe/wl_a6_R8C2N8_own16_256.json,1180,0,2c671cc37686ccad010c380398afc436b2004d0d9b9bf8021a981a21501a81a4,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/wl_a6_crossover.json,750,0,2a023b61970fc0a1dc2e51aa094f05e61f7afb498f6c69e606518d62db55b44f,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/wl_a6_split.json,1090,0,e18959d64288c75b7dfae09a952aeb05a954dd907cc8e36ff27f5745a1ccd9ab,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/wl_mr_R16C2N16_L128.json,4251,0,6b3ece04f2a4fae12b0ce583d0a0fae887e2eb6814cccc539f2f59416344e6bc,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/wl_mr_R8C2N8_L1024.json,1179,0,855d8d36a09d7bac374c95bf6ad6513a2b96fc22e9e0f5ba0e40a37f8e74e30b,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
workload/probe/wl_mr_R8C2N8_L128.json,1179,0,cae354c059ae1413da2366fe7c5ef6718206777f133d708f2e96c0c3f6dc9b90,workload data,Sweep: parsed all 42 plans/layout metadata; other probes: generator/data inspected,R02 R09 R10
