case_id,source,workload_id,model,GPUs,batch,variant,gqa_size,Q_heads,KV_heads,prompt_tokens,partial_Q,output_tokens,TTFT_ms,TBT_ms,E2E_ms,TTFT_energy_mJ,TBT_energy_mJ,E2E_energy_mJ,decode_scan_ms_per_token,prefill_scan_ms,GPU_peak_KV_GiB,remote_peak_KV_GiB,simultaneous_peak_KV_GiB,remote_pool_GiB,GPU_weights_GiB,GPU_peak_total_per_device_GiB,warmup_ms,warmup_energy_mJ
GPT-13B--KVChime-EPIC-long-16000,EPIC,KVChime-EPIC-long-16000,GPT-13B,1,1,F2,1,40,40,16045,346,16,212.88073353513244,10.874205538670765,375.9938166151939,9240.897415519987,886.1058840332801,22532.485676019187,1.0106874719999905,0.0,0.3060340881347656,24.494171142578125,24.788761138916016,12.241363525390625,23.4375,23.74652549624443,1986.2921079237065,3.4174566399999997
GPT-13B--KVChime-EPIC-long-16000,EPIC,KVChime-EPIC-long-16000,GPT-13B,1,1,F3,1,40,40,16045,346,16,169.06718686846565,10.971495557337686,333.63962022853093,9107.14695919998,888.04100876927,22427.76209073903,1.081749223999992,0.0,0.3060340881347656,12.51678466796875,12.81137466430664,12.241363525390625,23.4375,23.74652549624443,1986.2921079237065,3.4174566399999997
GPT-13B--KVChime-EPIC-long-16000,EPIC,KVChime-EPIC-long-16000,GPT-13B,1,1,F4,1,40,40,16045,346,16,156.96873797016556,10.971495557337814,321.54117133023277,7884.876376691185,888.041008769281,21205.4915082304,1.081749223999992,89.5200589999999,0.00659942626953125,12.51678466796875,12.516803741455078,12.241363525390625,23.4375,23.447090834379196,1986.2921079237065,3.4174566399999997
GPT-13B--KVChime-EPIC-shared-readers-B1,EPIC,KVChime-EPIC-shared-readers-B1,GPT-13B,1,1,F2,1,40,40,8035,188,16,91.87123881930708,10.349824833563629,247.11861132276155,4337.804760512015,856.6266429410565,17187.204404627864,0.5054237119999967,0.0,0.15325546264648438,12.271881103515625,12.413692474365234,6.130218505859375,23.4375,23.592254891991615,1003.1485869062576,1.7113907199999998
GPT-13B--KVChime-EPIC-shared-readers-B1,EPIC,KVChime-EPIC-shared-readers-B1,GPT-13B,1,1,F3,1,40,40,8035,188,16,69.93033215264035,10.401178081563229,225.94800337608874,4270.950831552014,857.6979184610558,17136.41960846785,0.5443289600000067,0.0,0.15325546264648438,6.28509521484375,6.426906585693359,6.130218505859375,23.4375,23.592254891991615,1003.1485869062576,1.7113907199999998
GPT-13B--KVChime-EPIC-shared-readers-B1,EPIC,KVChime-EPIC-shared-readers-B1,GPT-13B,1,1,F4,1,40,40,8035,188,16,55.593931225525374,10.401178081563161,211.6116024489728,3822.9025006848165,857.6979184610608,16688.37127760073,0.5443289600000067,24.84789724000001,0.0035858154296875,6.28509521484375,6.285114288330078,6.130218505859375,23.4375,23.44258524477482,1003.1485869062576,1.7113907199999998
GPT-13B--KVChime-EPIC-shared-readers-B2,EPIC,KVChime-EPIC-shared-readers-B2,GPT-13B,1,2,F2,1,40,40,8035,188,16,158.10506779302185,10.379312138754099,313.7947498743333,7850.734385536005,897.880588282089,21318.943209767338,0.5054237119999967,0.0,0.30651092529296875,18.422698974609375,18.706321716308594,6.139373779296875,23.4375,23.74700978398323,1013.3238028473625,3.4227814399999996
GPT-13B--KVChime-EPIC-shared-readers-B2,EPIC,KVChime-EPIC-shared-readers-B2,GPT-13B,1,2,F3,1,40,40,8035,188,16,114.22325445968866,10.988740418754025,279.0543607409991,7717.026527616,900.0231393220997,21217.373617447494,1.0899559920000088,0.0,0.30651092529296875,6.449127197265625,6.732749938964844,6.139373779296875,23.4375,23.74700978398323,1013.3238028473625,3.4227814399999996
GPT-13B--KVChime-EPIC-shared-readers-B2,EPIC,KVChime-EPIC-shared-readers-B2,GPT-13B,1,2,F4,1,40,40,8035,188,16,110.76280803653533,10.568585477420656,269.2915901978452,6824.062204569603,870.7835975620676,19885.816168000616,0.6698010506666651,49.69579448000002,0.007171630859375,6.449127197265625,6.449165344238281,6.139373779296875,23.4375,23.447670489549637,1013.3238028473625,3.4227814399999996
GPT-13B--KVChime-EPIC-shared-readers-B4,EPIC,KVChime-EPIC-shared-readers-B4,GPT-13B,1,4,F2,1,40,40,8035,188,16,305.12996464587286,10.930760501135918,469.0913721629116,14893.030064384006,980.4173148041119,29599.289786445686,0.9978974640000072,0.0,0.6130218505859375,30.724334716796875,31.291580200195312,6.157684326171875,23.4375,24.05651956796646,1033.6742347295724,6.845562879999999
GPT-13B--KVChime-EPIC-shared-readers-B4,EPIC,KVChime-EPIC-shared-readers-B4,GPT-13B,1,4,F3,1,40,40,8035,188,16,217.36633797920638,12.189258498468462,400.2052154562333,14625.614348543997,984.6735810441196,29395.71806420579,2.2066034613333385,0.0,0.6130218505859375,6.777191162109375,7.3444366455078125,6.157684326171875,23.4375,24.05651956796646,1033.6742347295724,6.845562879999999
GPT-13B--KVChime-EPIC-shared-readers-B4,EPIC,KVChime-EPIC-shared-readers-B4,GPT-13B,1,4,F4,1,40,40,8035,188,16,210.95135485289975,10.789977895801403,372.8010232899208,12842.8180411392,896.9549557641238,26297.142377601056,0.8073228586666664,99.39158895999991,0.01434326171875,6.777191162109375,6.7772674560546875,6.157684326171875,23.4375,23.457840979099274,1033.6742347295724,6.845562879999999
LLAMA-65B--KVChime-CB-3,CacheBlend,KVChime-CB-3,LLAMA-65B,4,1,F2,1,64,64,3420,595,10,191.80315826186444,17.519768140801855,349.48107152908113,47541.91272232505,4296.171462577266,86207.45588552044,0.4245700266666697,0.0,0.1043701171875,24.86328125,24.9456787109375,16.49169921875,120.0,30.026348009705544,1296.6274346662653,1.1654922239999999
LLAMA-65B--KVChime-CB-3,CacheBlend,KVChime-CB-3,LLAMA-65B,4,1,F3,1,64,64,3420,595,10,184.33205426186396,17.59456939746869,342.68317883908213,47466.820262805035,4304.570072045141,86207.95091121132,0.49544875666666605,0.0,0.1043701171875,18.13873291015625,18.22113037109375,16.49169921875,120.0,30.026348009705544,1296.6274346662653,1.1654922239999999
LLAMA-65B--KVChime-CB-3,CacheBlend,KVChime-CB-3,LLAMA-65B,4,1,F4,1,64,64,3420,595,10,184.26071727525306,17.59456939746869,342.61184185247123,47440.0860505452,4304.570072045143,86181.21669895148,0.49544875666666605,3.827512940000033,0.1043701171875,18.13873291015625,18.22113037109375,16.49169921875,120.0,30.026348009705544,1296.6274346662653,1.1654922239999999
LLAMA-65B--KVChime-CB-2,CacheBlend,KVChime-CB-2,LLAMA-65B,4,1,F2,1,64,64,3458,604,10,195.18648875947974,17.523449867834874,352.8975375699936,48124.439067326166,4296.743490920089,86795.13048560696,0.42817920000000537,0.0,0.10552978515625,24.9560546875,25.03961181640625,16.49169921875,120.0,30.026640757918358,1296.6274346662653,1.1784421376
LLAMA-65B--KVChime-CB-2,CacheBlend,KVChime-CB-2,LLAMA-65B,4,1,F3,1,64,64,3458,604,10,187.63237249281275,17.599861017835252,346.03112165333005,48048.57574715975,4305.3921404603625,86797.10501130302,0.5006574500000031,0.0,0.10552978515625,18.1624755859375,18.24603271484375,16.49169921875,120.0,30.026640757918358,1296.6274346662653,1.1784421376
LLAMA-65B--KVChime-CB-2,CacheBlend,KVChime-CB-2,LLAMA-65B,4,1,F4,1,64,64,3458,604,10,187.54799029860715,17.599861017835252,345.94673945912444,48021.948046226025,4305.392140460361,86770.47731036927,0.5006574500000031,3.9036846970000303,0.10552978515625,18.1624755859375,18.24603271484375,16.49169921875,120.0,30.026640757918358,1296.6274346662653,1.1784421376
LLAMA-65B--KVChime-EPIC-long-4000,EPIC,KVChime-EPIC-long-4000,LLAMA-65B,4,1,F2,1,64,64,4028,106,16,58.09872869794427,17.589746898581325,321.9449321766641,12113.422843767421,4305.127206961369,76690.33094818796,0.49338219733333555,0.0,0.1229248046875,19.70458984375,19.7908935546875,9.833984375,120.0,30.03103242814541,798.914479345029,1.3726908416
LLAMA-65B--KVChime-EPIC-long-4000,EPIC,KVChime-EPIC-long-4000,LLAMA-65B,4,1,F3,1,64,64,4028,106,16,49.2994284312776,17.644477442581454,313.9665900699994,12006.497451895395,4307.648037596063,76621.21801583633,0.5435538080000013,0.0,0.1229248046875,10.12939453125,10.2156982421875,9.833984375,120.0,30.03103242814541,798.914479345029,1.3726908416
LLAMA-65B--KVChime-EPIC-long-4000,EPIC,KVChime-EPIC-long-4000,LLAMA-65B,4,1,F4,1,64,64,4028,106,16,41.09161929228184,17.644477442581458,305.75878093100374,11608.843193641576,4307.648037596056,76223.56375758241,0.5435538080000013,15.394764799999983,0.00323486328125,10.12939453125,10.129425048828125,9.833984375,120.0,30.001109942793846,798.914479345029,1.3726908416
LLAMA-65B--KVChime-EPIC-long-8000,EPIC,KVChime-EPIC-long-8000,LLAMA-65B,4,1,F2,1,64,64,8033,186,16,121.94571481051031,18.11466203929099,393.6656453998752,19792.39744010247,4363.86065106453,85250.30720607043,1.0106505600000286,0.0,0.245147705078125,39.26025390625,39.468780517578125,19.61181640625,120.0,30.06188654899597,1555.4420243076788,2.7375435776
LLAMA-65B--KVChime-EPIC-long-8000,EPIC,KVChime-EPIC-long-8000,LLAMA-65B,4,1,F3,1,64,64,8033,186,16,104.39735854384345,18.202325505957383,377.4322411332042,19578.464867430503,4368.110236728438,85100.11841835707,1.0881657599999819,0.0,0.245147705078125,20.1025390625,20.311065673828125,19.61181640625,120.0,30.06188654899597,1555.4420243076788,2.7375435776
LLAMA-65B--KVChime-EPIC-long-8000,EPIC,KVChime-EPIC-long-8000,LLAMA-65B,4,1,F4,1,64,64,8033,186,16,93.20100938936747,18.202325505957475,366.2358919787296,18753.509212348516,4368.110236728407,84275.16276327462,1.0881657599999819,49.459311599999964,0.00567626953125,20.1025390625,20.102569580078125,19.61181640625,120.0,30.002018690109253,1555.4420243076788,2.7375435776
LLAMA-65B--KVChime-EPIC-long-16000,EPIC,KVChime-EPIC-long-16000,LLAMA-65B,4,1,F2,1,64,64,16045,346,16,295.83118542266857,19.14068379799057,582.9414423925272,39645.041634679255,4481.380505059064,106865.7492105652,2.021374943999962,0.0,0.489654541015625,78.38134765625,78.83438110351562,39.17236328125,120.0,30.123610198497772,3073.208311204918,5.467930623999999
LLAMA-65B--KVChime-EPIC-long-16000,EPIC,KVChime-EPIC-long-16000,LLAMA-65B,4,1,F3,1,64,64,16045,346,16,260.78034808933495,19.304134235324117,550.3423616191967,39217.04017445535,4489.05301961924,106552.83546874397,2.1634984480000448,0.0,0.489654541015625,40.0537109375,40.506744384765625,39.17236328125,120.0,30.123610198497772,3073.208311204918,5.467930623999999
LLAMA-65B--KVChime-EPIC-long-16000,EPIC,KVChime-EPIC-long-16000,LLAMA-65B,4,1,F4,1,64,64,16045,346,16,259.0589628458622,19.30413423532417,548.6209763757248,37422.58532129438,4489.053019619193,104758.38061558227,2.1634984480000448,179.01101903999987,0.01055908203125,40.0537109375,40.053741455078125,39.17236328125,120.0,30.00383633375168,3073.208311204918,5.467930623999999
LLAMA-65B--KVChime-EPIC-shared-readers-B1,EPIC,KVChime-EPIC-shared-readers-B1,LLAMA-65B,4,1,F2,1,64,64,8035,188,16,122.7162037067372,18.11486272190659,394.4391445353361,19923.03788311888,4363.891837055536,85381.41543895192,1.0108474240000263,0.0,0.245208740234375,39.27001953125,39.478607177734375,19.61669921875,120.0,30.061901956796646,1555.5103153735893,2.738225152
LLAMA-65B--KVChime-EPIC-shared-readers-B1,EPIC,KVChime-EPIC-shared-readers-B1,LLAMA-65B,4,1,F3,1,64,64,8035,188,16,105.16347837340365,18.202823617906414,378.2058326419999,19709.10531044685,4368.14144934347,85231.2270505989,1.088657919999986,0.0,0.245208740234375,20.1123046875,20.320892333984375,19.61669921875,120.0,30.061901956796646,1555.5103153735893,2.738225152
LLAMA-65B--KVChime-EPIC-shared-readers-B1,EPIC,KVChime-EPIC-shared-readers-B1,LLAMA-65B,4,1,F4,1,64,64,8035,188,16,93.80879825575295,18.20282361790642,366.8511525243493,18856.344085271874,4368.141449343444,84378.46582542353,1.088657919999986,49.646270880000046,0.0057373046875,20.1123046875,20.112335205078125,19.61669921875,120.0,30.002034097909927,1555.5103153735893,2.738225152
LLAMA-65B--KVChime-EPIC-shared-readers-B2,EPIC,KVChime-EPIC-shared-readers-B2,LLAMA-65B,4,2,F2,1,64,64,8035,188,16,184.42066969467797,18.162682056684854,456.86090054495077,35823.449402436265,4523.9836005528305,103683.20341072872,1.0108474240000263,0.0,0.49041748046875,58.95263671875,59.36981201171875,19.64599609375,120.0,30.123803913593292,1573.721697507848,5.476450304
LLAMA-65B--KVChime-EPIC-shared-readers-B2,EPIC,KVChime-EPIC-shared-readers-B2,LLAMA-65B,4,2,F3,1,64,64,8035,188,16,149.31521902801094,19.352047416683828,439.5959302782684,35395.58425709221,4561.574686974087,103819.2045617035,2.1799119839999452,0.0,0.49041748046875,20.63720703125,21.05438232421875,19.64599609375,120.0,30.123803913593292,1573.721697507848,5.476450304
LLAMA-65B--KVChime-EPIC-shared-readers-B2,EPIC,KVChime-EPIC-shared-readers-B2,LLAMA-65B,4,2,F4,1,64,64,8035,188,16,149.31521902801094,18.511737534017556,426.9912820382743,35395.58425709221,4444.6165199341485,102064.83205610444,1.3396021013333002,0.0,0.49041748046875,20.63720703125,21.05438232421875,19.64599609375,120.0,30.123803913593292,1573.721697507848,5.476450304
